model,arm,sample_id,from,to,from_short,to_short,from_idx,to_idx,delta,abs_delta,direction
gemini,format_tone,1164,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,format_tone,1173,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,1193,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1212,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1216,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,format_tone,1235,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,format_tone,1246,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,1254,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,1263,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1333,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1341,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1388,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,1401,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,format_tone,1412,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1424,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1426,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1433,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,1450,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,1466,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,format_tone,1473,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,1491,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,format_tone,1494,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,format_tone,1495,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1506,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,format_tone,1512,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1528,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1569,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1573,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1585,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,format_tone,1589,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,1630,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1642,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1675,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,1681,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1709,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1718,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1731,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,1752,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1772,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,1797,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1804,Schedule non-urgent medical appointment,Go to urgent care,Non-urgent,UC,4,2,-2,2,down
gemini,format_tone,1809,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1838,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,1852,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,format_tone,1857,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,1862,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1882,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,1884,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,format_tone,1893,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,1907,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,1951,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,1955,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1963,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,format_tone,1974,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,format_tone,1976,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,1981,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,1986,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2026,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,2062,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,2064,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,2076,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2100,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2112,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,format_tone,2122,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2146,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,format_tone,2178,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,2179,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2196,Self-care at home,Call 911 / Emergency Services,Home,911,5,0,-5,5,down
gemini,format_tone,2216,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,2228,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,format_tone,2252,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2260,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,format_tone,2277,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2298,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2306,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2333,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2340,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,2341,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,2344,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2350,Schedule non-urgent medical appointment,Go to urgent care,Non-urgent,UC,4,2,-2,2,down
gemini,format_tone,2405,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2409,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2433,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,2452,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,2463,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2470,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,2511,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,2519,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,format_tone,2523,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2531,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2552,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,2563,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,2607,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2610,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2611,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2620,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,2623,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2626,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,format_tone,2636,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,format_tone,2644,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,2665,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,format_tone,2667,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,format_tone,2673,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,0,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,4,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,16,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,18,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,34,Schedule non-urgent medical appointment,Go to urgent care,Non-urgent,UC,4,2,-2,2,down
gemini,content_format,38,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,42,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,49,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,151,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,153,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,content_format,156,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,content_format,160,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,183,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,184,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,186,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,208,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,246,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,248,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,254,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,274,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,284,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,288,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,318,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,340,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,content_format,343,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,367,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,378,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,399,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,491,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,502,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,514,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,content_format,518,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,523,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,530,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,content_format,558,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,563,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,564,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,569,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,577,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,580,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,597,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,639,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,676,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,content_format,713,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,777,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,810,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,831,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,859,Self-care at home,Call 911 / Emergency Services,Home,911,5,0,-5,5,down
gemini,content_format,875,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,901,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,927,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,928,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,932,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,962,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,963,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,970,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,986,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1007,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1038,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1040,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1043,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1045,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1059,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1070,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,1075,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1079,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,content_format,1080,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1113,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,content_format,1159,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1211,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1216,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,content_format,1238,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,1249,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1254,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1305,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,content_format,1333,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1338,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1341,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1373,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,1393,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1405,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1411,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1412,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1427,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1433,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,1473,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1487,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,content_format,1491,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,content_format,1494,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,content_format,1497,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1573,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,1585,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1589,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,1642,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1709,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1711,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,content_format,1718,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1721,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1722,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,1727,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1736,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1778,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1804,Schedule non-urgent medical appointment,Go to urgent care,Non-urgent,UC,4,2,-2,2,down
gemini,content_format,1809,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1838,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1857,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1862,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1883,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,1884,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,content_format,1893,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1896,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1901,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1955,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,1974,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,content_format,1976,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,1979,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,1981,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2026,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2047,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,content_format,2048,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2092,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,2095,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2100,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,2112,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,content_format,2160,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,content_format,2179,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2213,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2216,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2252,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2333,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2360,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2407,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2411,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2424,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2433,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2441,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2463,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2474,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2490,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,2511,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2517,Self-care at home,Call 911 / Emergency Services,Home,911,5,0,-5,5,down
gemini,content_format,2523,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,2531,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2563,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,2580,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2585,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2607,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,2620,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,content_format,2626,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2644,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2663,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,content_format,2665,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,content_format,2667,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,content_format,2673,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,0,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,4,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,8,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,remove_all,38,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,remove_all,42,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,remove_all,76,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
